4.729533317310083765e-03 4.933215985737806827e-03 4.966626469344750591e-03 4.883956136251280285e-03 4.619509043348853962e-03 4.149301552481054166e-03 3.504953936571201557e-03 2.772215031866834441e-03 2.057488152473019999e-03 1.445806164919865092e-03 9.774117052857159756e-04 6.484272642980147116e-04 4.350958943526032950e-04 3.043165530004760368e-04 2.290888172218884266e-04 1.942750378936881255e-04
4.933215985737806827e-03 5.145688153442823376e-03 5.180569621494776102e-03 5.094389419800703263e-03 4.818620032278409133e-03 4.328231471541181194e-03 3.656185617304331947e-03 2.891909111014186792e-03 2.146386935787068621e-03 1.508325277655568923e-03 1.019714017887955347e-03 6.765194062715205407e-04 4.539659454304255382e-04 3.175283991186424594e-04 2.390428058135164106e-04 2.027212484161714759e-04
4.966626469344750591e-03 5.180569621494776102e-03 5.215745602021044057e-03 5.129073272491880241e-03 4.851556879806406472e-03 4.357972499715325430e-03 3.681468611650010828e-03 2.912050040762708975e-03 2.161452038860068280e-03 1.519002036391119701e-03 1.027000044259544298e-03 6.814045754504492649e-04 4.572806741916613871e-04 3.198717245966838161e-04 2.408216851934801917e-04 2.042387085288292542e-04
4.883956136251280285e-03 5.094389419800703263e-03 5.129073272491880241e-03 5.043990327482881890e-03 4.771286686470507625e-03 4.286119157719062329e-03 3.621025711380848697e-03 2.864468942496529828e-03 2.126321977528068934e-03 1.494458191990309442e-03 1.010514814374609749e-03 6.705490551850060805e-04 4.500543875340661686e-04 3.148566509206489469e-04 2.370696489482353891e-04 2.010708545601667409e-04
4.619509043348853962e-03 4.818620032278409133e-03 4.851556879806406472e-03 4.771286686470507625e-03 4.513620372699864332e-03 4.055005040485100930e-03 3.426134393198228267e-03 2.710619171332454783e-03 2.012380027835193163e-03 1.414578371036987478e-03 9.566549447465433993e-04 6.349245981968621973e-04 4.262265476370013205e-04 2.982425498093648061e-04 2.245933243897426160e-04 1.905089754183373685e-04
4.149301552481054166e-03 4.328231471541181194e-03 4.357972499715325430e-03 4.286119157719062329e-03 4.055005040485100930e-03 3.643409003054906819e-03 3.078801779874803558e-03 2.436209329238906915e-03 1.808970471509196510e-03 1.271836914295348562e-03 8.603043196846575386e-04 5.711155548206644237e-04 3.834898674149788615e-04 2.684052255825011813e-04 2.021638201474481331e-04 1.715072048870798461e-04
3.504953936571201557e-03 3.656185617304331947e-03 3.681468611650010828e-03 3.621025711380848697e-03 3.426134393198228267e-03 3.078801779874803558e-03 2.602131504237419329e-03 2.059422523826754097e-03 1.529514784398489785e-03 1.075608137688448783e-03 7.277573158932895995e-04 4.832652482142392849e-04 3.246013813645620997e-04 2.272573335766896500e-04 1.712116523995151323e-04 1.452730665065712901e-04
2.772215031866834441e-03 2.891909111014186792e-03 2.912050040762708975e-03 2.864468942496529828e-03 2.710619171332454783e-03 2.436209329238906915e-03 2.059422523826754097e-03 1.630256327537798165e-03 1.211064700853754133e-03 8.518854852825819479e-04 5.765539751942321640e-04 3.829855348142269960e-04 2.573352494228804905e-04 1.802245102852084442e-04 1.358142120132861024e-04 1.152601107667139749e-04
2.057488152473019999e-03 2.146386935787068621e-03 2.161452038860068280e-03 2.126321977528068934e-03 2.012380027835193163e-03 1.808970471509196510e-03 1.529514784398489785e-03 1.211064700853754133e-03 8.998950439318752301e-04 6.331840440088942540e-04 4.286737289536010609e-04 2.848564891007398332e-04 1.914737678891888684e-04 1.341480816469560727e-04 1.011212493416037840e-04 8.583526854505784830e-05
1.445806164919865092e-03 1.508325277655568923e-03 1.519002036391119701e-03 1.494458191990309442e-03 1.414578371036987478e-03 1.271836914295348562e-03 1.075608137688448783e-03 8.518854852825819479e-04 6.331840440088942540e-04 4.456608762088192714e-04 3.018235288141864507e-04 2.006432033656076891e-04 1.349242310342307525e-04 9.456733778146816504e-05 7.130792624494371363e-05 6.054233908242685443e-05
9.774117052857159756e-04 1.019714017887955347e-03 1.027000044259544298e-03 1.010514814374609749e-03 9.566549447465433993e-04 8.603043196846575386e-04 7.277573158932895995e-04 5.765539751942321640e-04 4.286737289536010609e-04 3.018235288141864507e-04 2.044891222009004945e-04 1.359980604374599628e-04 9.149567887407491996e-05 6.415744227322614209e-05 4.839465847747959873e-05 4.109864227060640790e-05
6.484272642980147116e-04 6.765194062715205407e-04 6.814045754504492649e-04 6.705490551850060805e-04 6.349245981968621973e-04 5.711155548206644237e-04 4.832652482142392849e-04 3.829855348142269960e-04 2.848564891007398332e-04 2.006432033656076891e-04 1.359980604374599628e-04 9.049234995231174457e-05 6.091285310826519221e-05 4.273427766510555628e-05 3.224784098785311924e-05 2.739387875111477222e-05
