5.410109654589103159e-03 5.454269432414411006e-03 5.367089755663169426e-03 5.079699321047754373e-03 4.565741868720499079e-03 3.859487000521374164e-03 3.053756905416468714e-03 2.267155572689377990e-03 1.594134968877867998e-03 1.078363146332596582e-03 7.158397046209147990e-04 4.805573121260865873e-04 3.362125645033813351e-04 2.531026530042146156e-04 2.144931085330083805e-04
5.454269432414411006e-03 5.498852586864024644e-03 5.411061634100662598e-03 5.121458794406815243e-03 4.603446106444114561e-03 3.891532690877102553e-03 3.079267935065836941e-03 2.286221674887142005e-03 1.607638794297810893e-03 1.087571525050999056e-03 7.220080557650117520e-04 4.847379739391782251e-04 3.391644102059339252e-04 2.553408562667641496e-04 2.163994457912061815e-04
5.367089755663169426e-03 5.411061634100662598e-03 5.324835511014874498e-03 5.040076561819753151e-03 4.530569181020397372e-03 3.830206110239907976e-03 3.030992325714281215e-03 2.250582793560522519e-03 1.582735391564760044e-03 1.070842958415504096e-03 7.109920705972540885e-04 4.774061069576685684e-04 3.340777689186983051e-04 2.515371876382365736e-04 2.131912576659831669e-04
5.079699321047754373e-03 5.121458794406815243e-03 5.040076561819753151e-03 4.770867244726223477e-03 4.288958998881179860e-03 3.626338757376447366e-03 2.870015861587670632e-03 2.131339953264769528e-03 1.499098091074088082e-03 1.014422383598766967e-03 6.736571031982786220e-04 4.524267602199973266e-04 3.166586211704060629e-04 2.384580008310192400e-04 2.021275274769729325e-04
4.565741868720499079e-03 4.603446106444114561e-03 4.530569181020397372e-03 4.288958998881179860e-03 3.856188504618003610e-03 3.260899413408958804e-03 2.581214853039392240e-03 1.917211822643509348e-03 1.348753335632025489e-03 9.128849911517507168e-04 6.063785947654965923e-04 4.073499483923902209e-04 2.851815318663514904e-04 2.147976196007148346e-04 1.820977246307368318e-04
3.859487000521374164e-03 3.891532690877102553e-03 3.830206110239907976e-03 3.626338757376447366e-03 3.260899413408958804e-03 2.757987987223817824e-03 2.183558346713712801e-03 1.622200322724774929e-03 1.141483913141703955e-03 7.728012516409542114e-04 5.134825389658121938e-04 3.450543750724865987e-04 2.416433046321061248e-04 1.820489924301839607e-04 1.543609432037525478e-04
3.053756905416468714e-03 3.079267935065836941e-03 3.030992325714281215e-03 2.870015861587670632e-03 2.581214853039392240e-03 2.183558346713712801e-03 1.729155407695407180e-03 1.284930315913169422e-03 9.044009761460649948e-04 6.124747809296603521e-04 4.070921513497852552e-04 2.736592592233782670e-04 1.917112949232191281e-04 1.444707377795176589e-04 1.225215235527417432e-04
2.267155572689377990e-03 2.286221674887142005e-03 2.250582793560522519e-03 2.131339953264769528e-03 1.917211822643509348e-03 1.622200322724774929e-03 1.284930315913169422e-03 9.550824535550872605e-04 6.724333204046815775e-04 4.555305385029548987e-04 3.028880267366076289e-04 2.036897735606645608e-04 1.427482081155661718e-04 1.076049299365723898e-04 9.127576033332289603e-05
1.594134968877867998e-03 1.607638794297810893e-03 1.582735391564760044e-03 1.499098091074088082e-03 1.348753335632025489e-03 1.141483913141703955e-03 9.044009761460649948e-04 6.724333204046815775e-04 4.735836333164406540e-04 3.209368001525330087e-04 2.134810920020308424e-04 1.436257244852766021e-04 1.006961554057732376e-04 7.593040716909437967e-05 6.442259534823250558e-05
1.078363146332596582e-03 1.087571525050999056e-03 1.070842958415504096e-03 1.014422383598766967e-03 9.128849911517507168e-04 7.728012516409542114e-04 6.124747809296603521e-04 4.555305385029548987e-04 3.209368001525330087e-04 2.175775145705059635e-04 1.447933040959548188e-04 9.746019661628101453e-05 6.836071577088616790e-05 5.156630599780309909e-05 4.376212131953028051e-05
7.158397046209147990e-04 7.220080557650117520e-04 7.109920705972540885e-04 6.736571031982786220e-04 6.063785947654965923e-04 5.134825389658121938e-04 4.070921513497852552e-04 3.028880267366076289e-04 2.134810920020308424e-04 1.447933040959548188e-04 9.640583797820513254e-05 6.492549655571872253e-05 4.556372939093333011e-05 3.438394013121374239e-05 2.918852046732082808e-05
4.805573121260865873e-04 4.847379739391782251e-04 4.774061069576685684e-04 4.524267602199973266e-04 4.073499483923902209e-04 3.450543750724865987e-04 2.736592592233782670e-04 2.036897735606645608e-04 1.436257244852766021e-04 9.746019661628101453e-05 6.492549655571872253e-05 4.374955527109942262e-05 3.071955142735227493e-05 2.319198767799665552e-05 1.969360790999003964e-05
3.362125645033813351e-04 3.391644102059339252e-04 3.340777689186983051e-04 3.166586211704060629e-04 2.851815318663514904e-04 2.416433046321061248e-04 1.917112949232191281e-04 1.427482081155661718e-04 1.006961554057732376e-04 6.836071577088616790e-05 4.556372939093333011e-05 3.071955142735227493e-05 2.158163252487592355e-05 1.629997201775323446e-05 1.384522103124723004e-05
2.531026530042146156e-04 2.553408562667641496e-04 2.515371876382365736e-04 2.384580008310192400e-04 2.147976196007148346e-04 1.820489924301839607e-04 1.444707377795176589e-04 1.076049299365723898e-04 7.593040716909437967e-05 5.156630599780309909e-05 3.438394013121374239e-05 2.319198767799665552e-05 1.629997201775323446e-05 1.231488819303321161e-05 1.046266392026792858e-05
2.144931085330083805e-04 2.163994457912061815e-04 2.131912576659831669e-04 2.021275274769729325e-04 1.820977246307368318e-04 1.543609432037525478e-04 1.225215235527417432e-04 9.127576033332289603e-05 6.442259534823250558e-05 4.376212131953028051e-05 2.918852046732082808e-05 1.969360790999003964e-05 1.384522103124723004e-05 1.046266392026792858e-05 8.890439277119959881e-06
